Ti Zr Hf V Nb Ta Mo W Re Ru Al Cr Si surf gsf D
0.403 0.000 0.000 0.375 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.070 0.686 3.018
0.403 0.000 0.000 0.389 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.061 0.686 3.003
0.403 0.000 0.000 0.403 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.063 0.686 3.006
0.236 0.000 0.000 0.556 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.024 0.672 3.011
0.236 0.000 0.000 0.569 0.056 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.037 0.673 3.026
0.236 0.000 0.000 0.569 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.043 0.675 3.028
0.236 0.000 0.000 0.583 0.042 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.042 0.673 3.034
0.236 0.000 0.000 0.583 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.047 0.676 3.030
0.236 0.000 0.000 0.597 0.028 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.045 0.676 3.027
0.250 0.000 0.000 0.542 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.019 0.672 3.004
0.250 0.000 0.000 0.556 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.033 0.674 3.018
0.250 0.000 0.000 0.569 0.042 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.035 0.671 3.033
0.250 0.000 0.000 0.569 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.039 0.674 3.024
0.250 0.000 0.000 0.583 0.028 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.039 0.673 3.031
0.250 0.000 0.000 0.583 0.042 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.047 0.677 3.024
0.250 0.000 0.000 0.597 0.014 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.042 0.674 3.031
0.250 0.000 0.000 0.597 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.050 0.677 3.028
0.264 0.000 0.000 0.542 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.027 0.671 3.021
0.264 0.000 0.000 0.556 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.034 0.674 3.017
0.264 0.000 0.000 0.583 0.014 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.040 0.672 3.037
0.264 0.000 0.000 0.583 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.043 0.676 3.023
0.264 0.000 0.000 0.597 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.050 0.677 3.027
0.278 0.000 0.000 0.542 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.029 0.671 3.023
0.278 0.000 0.000 0.556 0.042 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.032 0.674 3.015
0.278 0.000 0.000 0.569 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.034 0.674 3.017
0.278 0.000 0.000 0.583 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.042 0.676 3.020
0.306 0.000 0.000 0.556 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.030 0.670 3.029
0.347 0.000 0.000 0.167 0.361 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.000 0.663 3.016
0.347 0.000 0.000 0.194 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.999 0.657 3.042
0.347 0.000 0.000 0.208 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.000 0.659 3.032
0.361 0.000 0.000 0.167 0.347 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.993 0.652 3.057
0.361 0.000 0.000 0.181 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.998 0.652 3.064
0.361 0.000 0.000 0.194 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.995 0.653 3.056
0.361 0.000 0.000 0.208 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.998 0.657 3.041
0.361 0.000 0.000 0.222 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.000 0.659 3.036
0.361 0.000 0.000 0.236 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.003 0.664 3.014
0.361 0.000 0.000 0.250 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.004 0.664 3.016
0.403 0.000 0.000 0.153 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.989 0.644 3.090
0.403 0.000 0.000 0.167 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.995 0.652 3.059
0.403 0.000 0.000 0.167 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.990 0.645 3.084
0.403 0.000 0.000 0.181 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.001 0.654 3.061
0.403 0.000 0.000 0.181 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.988 0.646 3.076
0.403 0.000 0.000 0.194 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.002 0.653 3.065
0.403 0.000 0.000 0.194 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.988 0.647 3.073
0.403 0.000 0.000 0.208 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.003 0.654 3.063
0.403 0.000 0.000 0.208 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.991 0.648 3.075
0.403 0.000 0.000 0.222 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.006 0.656 3.057
0.403 0.000 0.000 0.222 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.997 0.648 3.082
0.403 0.000 0.000 0.236 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.005 0.662 3.029
0.403 0.000 0.000 0.236 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.999 0.653 3.060
0.403 0.000 0.000 0.250 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.006 0.662 3.030
0.403 0.000 0.000 0.250 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.000 0.654 3.059
0.403 0.000 0.000 0.264 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.002 0.656 3.051
0.403 0.000 0.000 0.278 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.004 0.662 3.027
0.403 0.000 0.000 0.292 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.005 0.666 3.009
0.417 0.000 0.000 0.153 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.989 0.644 3.089
0.417 0.000 0.000 0.167 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.995 0.648 3.080
0.417 0.000 0.000 0.167 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.989 0.645 3.082
0.417 0.000 0.000 0.181 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.995 0.649 3.077
0.417 0.000 0.000 0.181 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.988 0.645 3.080
0.417 0.000 0.000 0.194 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.001 0.648 3.088
0.417 0.000 0.000 0.194 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.983 0.640 3.101
0.417 0.000 0.000 0.208 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.002 0.653 3.066
0.417 0.000 0.000 0.208 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.640 3.098
0.417 0.000 0.000 0.222 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.002 0.653 3.064
0.417 0.000 0.000 0.222 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.987 0.642 3.093
0.417 0.000 0.000 0.236 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.003 0.656 3.053
0.417 0.000 0.000 0.236 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.993 0.643 3.102
0.417 0.000 0.000 0.250 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.004 0.665 3.013
0.417 0.000 0.000 0.250 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.995 0.648 3.081
0.417 0.000 0.000 0.264 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.995 0.649 3.075
0.417 0.000 0.000 0.278 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.004 0.661 3.029
0.417 0.000 0.000 0.292 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.003 0.665 3.012
0.417 0.000 0.000 0.319 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.999 0.663 3.014
0.444 0.000 0.000 0.139 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.631 3.139
0.444 0.000 0.000 0.153 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.984 0.638 3.109
0.444 0.000 0.000 0.153 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.632 3.134
0.444 0.000 0.000 0.167 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.984 0.640 3.098
0.444 0.000 0.000 0.167 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.983 0.632 3.138
0.444 0.000 0.000 0.181 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.985 0.641 3.098
0.444 0.000 0.000 0.181 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.981 0.636 3.114
0.444 0.000 0.000 0.194 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.988 0.640 3.104
0.444 0.000 0.000 0.194 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.980 0.636 3.115
0.444 0.000 0.000 0.208 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.991 0.643 3.096
0.444 0.000 0.000 0.208 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.979 0.638 3.102
0.444 0.000 0.000 0.222 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.990 0.647 3.076
0.444 0.000 0.000 0.222 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.983 0.639 3.103
0.444 0.000 0.000 0.236 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.997 0.652 3.061
0.444 0.000 0.000 0.236 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.984 0.644 3.082
0.444 0.000 0.000 0.250 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.999 0.653 3.062
0.444 0.000 0.000 0.250 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.987 0.646 3.077
0.444 0.000 0.000 0.264 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.999 0.655 3.050
0.444 0.000 0.000 0.278 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.998 0.661 3.022
0.444 0.000 0.000 0.278 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.996 0.647 3.085
0.444 0.000 0.000 0.292 0.125 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.998 0.661 3.023
0.444 0.000 0.000 0.292 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.997 0.651 3.070
